100 4522
44 20 4161
51 82 6633
76 80 6278
49 97 187
24 51 9999
94 48 9832
68 70 5098
2 60 3154
87 32 1278
20 33 8286
94 32 4875
96 91 8866
22 52 3770
60 3 6833
24 13 9441
33 38 6578
15 23 665
46 73 4431
82 61 3416
96 17 6180
47 51 6548
13 49 2756
88 3 8493
45 94 3685
27 53 1012
22 85 9304
9 99 7360
67 48 4667
60 19 2551
82 92 5335
34 76 1171
85 99 350
51 68 8978
25 68 8114
88 9 2917
7 85 8351
53 77 4691
68 38 4495
37 6 8279
43 10 6969
10 29 4663
62 23 8238
18 36 6564
90 92 9252
59 6 9151
0 43 7324
33 6 2289
81 92 9196
12 47 7
84 95 7673
17 38 8556
68 37 9047
79 56 7323
60 51 6531
4 48 1829
11 82 7976
46 94 7105
88 54 6652
67 14 2072
11 26 9112
66 81 6573
88 93 9697
77 62 8101
64 12 1787
47 50 7660
13 18 8450
46 45 9293
77 46 7085
12 6 4564
24 28 6602
99 8 7814
59 79 8861
91 92 5436
17 95 1202
38 20 9123
49 69 4313
59 21 4753
13 11 2986
50 65 2867
25 64 1176
61 70 9753
80 21 7417
46 3 5089
5 63 3440
43 87 884
33 73 5959
21 66 3045
75 15 7440
45 96 8619
97 7 4066
13 79 576
21 20 4308
52 13 7199
64 20 2220
11 36 123
51 36 6438
76 22 8100
19 89 8822
83 40 2466
33 89 7782
78 10 5598
11 2 2386
84 44 3412
96 75 2197
10 80 2988
99 66 9103
49 93 2748
69 93 5988
39 41 3319
73 34 1079
75 49 5110
36 52 9806
69 5 2684
85 80 3658
60 87 6602
71 1 4048
42 78 4027
58 83 8367
65 95 3590
21 4 8281
62 25 6156
48 92 4421
22 43 6214
84 21 7845
5 45 8586
32 94 6914
34 51 6021
39 97 4061
46 31 5938
97 24 3076
51 33 8155
21 98 2127
49 14 5786
44 42 7123
56 82 9767
73 30 1900
7 37 8128
12 8 3162
63 26 1955
25 51 7675
91 41 5657
67 64 5719
44 53 4660
41 64 7600
42 45 7401
35 84 4073
14 10 892
20 28 3245
4 27 337
60 43 9706
15 57 6224
40 29 5683
10 65 6410
21 60 4173
9 78 2718
50 45 6134
98 64 5764
54 40 2818
65 31 3250
57 31 4240
5 98 8413
68 43 398
64 38 5598
68 89 7047
37 75 3774
13 88 9934
66 45 5649
17 22 7200
53 21 6169
39 72 5370
88 86 4333
16 7 7743
45 95 4891
14 7 5746
57 70 4683
10 78 1051
4 84 2781
81 34 2898
38 28 6759
43 1 1582
12 0 4396
60 42 8409
79 29 4564
73 52 2461
9 58 3581
4 73 4905
11 59 5418
12 90 3074
44 79 4211
71 57 7645
46 63 168
47 84 5297
26 1 8156
37 70 9086
30 91 5034
75 35 5457
37 18 5659
90 9 1179
24 7 221
7 4 1148
62 68 4295
94 96 4643
62 57 6810
67 20 997
0 71 3266
5 95 5389
85 50 7541
48 29 7791
57 99 8795
60 57 939
62 19 668
49 52 2751
68 17 8739
38 56 7473
47 39 9445
82 78 9837
49 45 8520
32 74 3370
74 49 1561
4 10 8658
41 90 4668
5 16 7710
71 11 8961
85 97 1393
52 48 8962
1 73 778
12 68 1226
80 77 6909
27 91 6243
96 35 2165
62 63 400
12 54 792
24 63 2515
35 71 5784
38 57 8850
23 10 9099
11 6 9616
80 24 8884
68 47 9128
96 72 7059
97 67 4971
72 51 1359
24 20 8769
8 44 1459
17 6 5026
27 8 1634
78 49 9545
2 45 9128
1 36 4967
13 14 2537
31 43 4506
85 26 563
25 31 4228
51 94 7816
85 7 296
98 84 667
41 82 111
5 48 4648
17 23 9500
70 75 5425
39 28 9846
76 34 6244
54 0 1217
65 39 27
25 15 3912
70 51 3367
20 45 5658
96 78 1572
81 61 5632
86 72 7690
16 36 2097
76 61 2821
40 14 2131
16 21 8245
86 15 9347
89 5 4304
37 83 8055
85 68 7640
97 1 6005
0 93 6521
48 37 7106
34 75 3545
55 51 8807
62 27 2715
32 79 4468
81 68 5526
28 53 23
85 78 2457
15 55 6774
84 10 5198
55 5 5140
85 28 1225
58 75 4659
88 57 9776
41 12 2034
10 34 3125
87 5 3414
49 12 492
35 75 902
78 46 2060
1 55 8961
38 24 7213
41 58 1724
45 70 1914
24 23 9694
23 95 4719
9 93 2548
31 65 7699
81 76 2000
34 81 8655
2 84 1410
36 21 2550
55 63 229
83 81 1521
24 22 7676
30 96 6390
45 36 6339
86 62 4913
14 79 165
87 23 3187
65 37 6747
90 58 9603
53 88 1724
45 20 1298
63 48 4509
79 99 7378
1 0 2463
51 78 1891
56 35 1410
45 77 6985
49 60 3325
14 69 2550
89 52 3595
33 69 2504
53 37 6052
44 97 8675
33 19 269
97 52 4754
14 37 3888
35 29 5322
58 44 2935
33 23 7971
89 79 6504
0 4 2082
84 18 5661
77 0 8211
90 70 8791
72 5 4530
54 3 516
87 28 737
40 94 4377
72 50 4231
34 47 8919
42 68 9301
40 73 5884
17 19 2449
78 12 3671
70 18 2769
64 32 5392
57 50 3650
19 59 7088
43 30 1370
10 32 8745
4 90 4732
76 9 2818
93 26 6651
43 67 5970
62 64 7168
8 35 6070
26 68 5474
55 64 8724
17 93 1794
10 54 8958
28 22 5849
19 0 3102
54 32 9361
57 82 9093
23 30 3801
47 62 9389
52 7 2454
26 89 9528
96 82 3447
31 5 8368
99 13 2731
70 42 3349
27 89 2302
3 79 3656
74 57 2497
82 45 7236
23 72 5806
79 21 6006
92 0 7727
64 9 5468
81 63 1581
98 60 6628
5 13 9256
13 62 1472
70 71 616
78 63 7143
75 3 224
99 73 8841
18 78 2475
62 85 2140
93 88 114
67 21 38
78 48 5183
59 93 8026
17 9 9455
11 60 6075
97 46 7822
93 15 1646
51 7 8945
80 39 5330
57 67 6289
45 10 1339
3 72 8377
27 50 4183
16 20 9509
55 11 380
53 64 4583
19 67 4602
34 62 1558
77 18 2753
29 55 4325
37 94 4553
13 0 1095
49 32 286
79 33 7257
49 66 8744
1 89 5136
34 63 3937
59 71 998
29 20 3686
69 62 1310
68 19 7855
14 89 1095
50 98 7227
36 30 5342
64 99 6642
74 59 5203
55 6 8832
29 18 6319
88 78 9371
64 19 1747
74 77 1258
10 3 9734
47 35 2618
4 93 7517
47 7 570
50 64 5678
71 17 4366
57 24 3220
47 57 6255
12 24 5928
98 9 9756
33 7 2048
21 26 2405
97 17 9761
48 68 4456
98 56 1393
18 95 9990
4 7 3724
46 55 1502
21 90 785
77 23 7271
43 19 5156
72 60 4797
13 23 8794
96 84 6308
18 53 5774
21 47 2067
83 73 9128
35 62 6709
96 66 8489
57 69 1041
6 0 8343
63 29 9187
99 78 4484
91 63 8409
40 58 9712
59 99 4748
35 51 7954
38 0 9915
30 45 8049
18 94 2388
60 40 3733
91 10 5043
64 69 1838
51 74 2756
1 16 9012
15 76 8531
20 37 632
44 23 8882
34 52 3628
42 15 5119
98 52 1830
0 47 7861
10 68 3701
13 86 3208
59 94 4833
44 27 5031
20 3 9930
97 25 3411
33 47 4616
20 94 9932
91 3 7049
66 60 1769
92 55 5169
0 63 5865
58 0 1847
51 66 7038
12 95 9959
29 53 383
15 43 684
85 8 2370
7 93 9342
23 61 4632
88 27 9668
99 56 4302
16 37 3356
53 66 4319
30 32 9883
86 79 5154
78 93 5764
58 55 7228
20 18 3932
56 13 2727
5 22 7431
4 5 1566
89 0 8597
49 82 1258
71 33 3279
25 36 646
5 32 296
49 42 6483
20 69 578
91 85 6635
69 44 3891
99 37 2649
80 94 3940
3 87 1950
63 56 845
53 12 9841
79 13 5846
99 27 552
32 84 4131
68 4 8555
40 26 2933
48 50 245
10 27 5220
70 81 1559
73 85 2273
50 42 7540
25 6 3821
6 60 7261
28 75 9269
50 96 5435
98 4 2729
68 30 4881
74 31 4643
80 97 1372
88 70 1683
67 3 9825
65 8 2299
48 38 4683
16 66 364
80 65 1048
41 71 8429
28 18 6713
17 88 3770
81 27 901
54 11 7185
18 37 3277
25 13 4474
67 71 8882
85 4 5501
77 59 4086
6 12 4796
36 64 1293
91 12 3022
9 66 1701
64 56 6825
92 13 6266
86 53 1737
72 78 5879
83 76 861
88 13 537
46 76 9786
37 63 9802
50 94 1624
59 68 7004
55 87 9995
1 81 5863
52 69 552
30 28 1072
42 38 6053
97 15 3680
45 17 5410
55 36 8466
10 13 7915
1 19 2379
52 31 9630
46 12 7946
99 41 6015
43 90 4981
51 81 5939
41 29 2647
54 70 9222
10 24 5327
42 63 4878
99 43 1549
19 84 867
8 25 6660
55 56 5626
10 30 6763
29 56 410
32 62 5707
94 81 9903
77 30 9065
90 8 2825
53 18 3076
43 66 5366
84 65 4233
11 19 10
80 75 340
20 80 4966
24 52 1899
19 16 1323
49 78 5764
62 39 4990
2 19 3984
34 78 3571
54 23 6015
44 57 4646
13 32 6164
96 3 3635
71 78 60
70 78 8246
5 68 4906
59 52 1805
89 3 9875
87 48 2210
56 0 528
2 26 9551
27 9 6800
85 16 9340
82 28 2869
56 57 2391
6 55 7979
37 57 5649
15 56 6977
32 46 1558
77 3 8427
47 76 7859
79 68 210
21 50 1047
31 89 1227
71 96 3171
25 52 2993
69 53 9665
52 43 4073
14 17 863
5 3 579
81 64 6511
18 19 9766
58 61 152
47 29 1096
30 37 7833
94 36 3972
48 73 32
50 5 5185
99 72 2387
82 23 9435
70 92 7713
11 73 8413
16 63 9524
28 3 8270
25 7 2023
47 18 3012
29 17 5976
2 81 496
48 14 2582
81 16 6459
81 45 8527
83 25 9160
72 76 8575
6 30 7070
7 52 3694
93 40 7343
59 20 706
30 61 7533
78 6 1240
86 24 3960
53 3 2448
24 1 8680
53 9 4987
92 8 8614
48 99 1538
91 39 6777
26 84 5454
37 61 7289
94 46 3876
9 56 7535
91 47 7653
46 25 337
74 25 5178
94 82 6344
71 77 9609
86 47 9218
76 20 2268
86 63 2010
53 24 7451
57 91 1361
41 17 3308
91 0 8997
73 66 5705
78 24 8403
43 35 9542
57 30 3652
49 27 3752
86 94 5911
81 1 7590
85 70 3818
49 33 2558
25 79 5537
19 70 8732
94 93 5990
7 51 63
77 96 7434
59 86 4059
84 31 6445
79 38 5931
88 97 4673
95 80 1936
43 45 766
98 11 7735
74 21 5107
30 98 2347
90 97 8660
99 67 1330
84 45 2134
87 12 2560
81 36 8068
10 19 6336
89 55 7653
55 70 5364
94 31 9566
3 40 9916
35 85 7101
93 95 1982
75 11 1247
62 58 4266
38 71 3063
96 25 7028
1 41 5180
36 26 1012
92 39 900
55 84 9191
67 59 612
94 24 6110
80 51 8072
82 75 8396
95 2 380
56 89 3760
5 97 8824
98 17 6237
36 41 4952
42 33 8090
78 95 5528
15 39 25
38 51 9907
22 65 9694
80 88 4528
20 60 9750
9 92 895
84 90 8906
21 88 8903
59 90 5740
8 11 1709
98 65 671
49 99 1517
63 46 7105
89 83 8372
79 18 2173
22 28 1102
10 64 3631
66 44 9937
70 87 4160
75 2 3128
6 8 8541
1 7 9196
45 65 1845
61 48 568
86 20 3948
11 49 4307
41 77 3542
61 34 3396
28 33 2055
33 41 5989
80 72 7508
29 33 4530
78 68 2304
47 8 4011
79 37 8783
63 36 5527
52 93 4765
31 9 9308
62 3 7900
81 56 4878
36 85 3119
94 83 7523
29 62 7180
13 82 903
98 93 1208
62 37 3804
30 57 3754
80 92 5423
22 40 4270
69 87 5710
59 80 7286
9 49 4372
16 10 9009
14 46 8377
33 91 6364
17 67 1940
17 52 3610
51 71 1616
75 38 8510
14 87 8428
8 80 9520
38 26 4637
38 70 4903
27 32 1319
82 70 6178
6 52 2195
54 83 5023
96 73 5869
74 76 3498
77 11 9927
4 33 9294
9 57 1909
98 66 4136
7 91 1064
67 23 6062
85 24 5513
34 50 6427
41 69 4467
76 75 3237
68 84 6183
2 12 2869
4 39 8858
42 73 9679
41 60 4484
69 96 5134
37 10 651
11 1 2596
49 24 9123
45 40 5138
96 14 7205
75 16 534
92 45 1984
11 35 4907
68 33 4196
14 18 8741
13 55 9941
99 61 7563
87 99 9692
59 23 4982
0 82 8559
37 34 5531
84 48 2589
60 41 5437
18 27 6739
46 48 8801
35 44 624
5 62 1487
61 74 1425
0 49 3015
85 39 3254
3 96 8042
17 51 828
59 45 3850
6 90 1005
48 83 444
76 53 1542
79 87 4162
67 84 1489
1 61 1582
24 44 2131
46 79 2044
44 45 5085
11 83 6876
60 97 9634
81 84 3991
87 60 7457
87 94 3800
11 97 9815
83 23 996
92 27 1096
76 85 9787
94 88 3407
21 56 8200
4 22 9682
94 21 8722
37 32 5172
67 75 921
90 32 4623
15 22 9039
33 36 5716
62 79 8113
32 77 4303
74 18 7466
37 5 937
78 35 7656
22 57 6752
24 67 8758
7 22 1676
48 13 5066
81 50 7215
48 3 8555
32 98 6424
96 80 181
3 59 6553
14 51 185
31 38 2804
19 52 9287
84 58 6096
51 89 9253
0 14 7733
91 15 4801
93 8 1270
32 68 1661
7 44 5491
21 93 1272
85 66 9254
79 74 4209
74 72 9625
64 58 3667
12 60 5671
7 66 6944
88 31 3285
70 7 1079
53 60 5686
93 84 4508
40 20 7498
4 64 2538
45 78 1632
24 57 1010
2 6 3648
67 92 2719
51 3 2187
23 44 3268
0 8 1620
9 6 9934
56 6 7879
76 98 2683
27 18 6667
14 2 9098
23 51 4134
38 92 3525
97 57 1610
92 98 8863
71 42 8333
88 43 7814
49 65 4762
44 84 7102
79 6 5023
70 69 293
12 43 7774
22 97 1855
88 76 5091
24 95 8794
10 97 2671
72 84 5639
20 74 9357
9 71 6176
68 83 9859
9 38 3985
83 14 2120
59 9 3438
18 29 6064
20 76 4031
58 54 3447
53 59 1214
89 85 5377
15 9 3476
72 39 3020
53 19 8061
12 76 5710
63 94 7321
25 67 9957
26 78 3800
58 42 1103
41 38 3653
48 71 7205
4 19 7970
92 66 5380
3 80 3175
45 6 49
9 33 4802
7 50 3180
19 65 3217
47 96 9005
88 49 8295
92 28 1043
53 48 7151
44 18 8847
78 45 5124
37 82 570
44 64 9647
32 9 572
88 37 6145
11 53 9934
94 0 5813
19 82 6182
57 53 9497
1 50 4590
46 91 6216
32 78 9128
85 23 8569
22 66 4511
9 47 6065
72 37 4639
16 70 5483
52 17 1149
57 89 4430
57 17 3877
32 91 9303
41 85 8056
88 94 1417
41 55 6589
77 66 7792
58 46 8302
64 54 1876
87 82 4239
39 26 7657
55 71 3866
56 21 5137
99 29 8621
9 59 667
7 68 6077
91 24 198
90 86 8162
58 38 8779
76 35 8793
22 50 2847
78 7 8404
92 77 1807
58 50 3600
65 66 5961
86 34 4988
62 67 4169
13 12 8786
39 13 3485
44 11 7140
16 23 5717
4 87 4427
27 42 2098
74 67 4652
70 6 1470
66 25 8701
36 67 588
22 23 5784
67 28 4456
2 39 4667
81 54 9686
74 9 3319
81 18 320
60 12 6563
10 16 5441
50 24 3476
72 35 2188
51 83 3844
68 48 3060
94 13 2657
74 11 6398
30 82 1864
49 72 7843
28 99 7628
55 26 2999
24 55 9437
43 62 4775
70 68 66
70 23 586
44 63 7266
81 11 4348
41 33 9899
86 31 2457
10 99 7830
54 33 2523
77 78 592
62 92 3061
31 55 4339
90 31 2735
20 0 4608
18 68 9925
15 78 6197
53 95 6092
73 39 5506
75 39 6302
8 94 55
97 42 4065
34 38 9066
36 47 6507
9 19 7424
2 76 2490
88 71 8752
82 42 2716
80 19 7839
64 79 7372
50 55 4224
47 23 2533
51 96 9086
98 61 2554
75 59 7422
95 42 1843
31 87 8087
15 54 1303
78 70 2814
36 94 6209
28 56 4497
39 75 8549
28 42 1257
23 78 1400
1 21 2245
13 61 8604
77 6 703
66 49 3552
81 51 5550
25 5 6367
4 60 7341
76 50 4065
64 51 1268
8 74 4598
31 70 6009
50 32 7258
52 77 2130
37 85 2758
47 21 4884
15 65 9441
83 13 412
19 5 5579
55 90 9348
48 15 7853
39 66 9494
9 1 4640
81 97 6566
10 22 5201
43 27 2601
67 69 6592
9 73 730
9 17 5154
37 31 614
14 75 8732
91 62 8019
67 49 349
4 8 1238
60 48 8578
79 82 4279
35 9 9302
31 94 4281
55 73 9195
70 16 6667
61 15 3929
92 63 2422
75 20 621
0 57 9307
53 73 1650
64 0 7774
30 93 6665
30 94 7254
60 49 6255
39 23 7736
66 8 3148
68 94 7503
95 0 1929
8 63 6470
8 75 2737
37 43 537
39 89 8484
11 55 2234
96 54 2303
90 45 9637
44 73 8662
36 72 7711
4 20 5541
85 45 2750
82 83 2155
22 88 1007
15 35 5388
80 10 7975
93 75 2453
81 15 9990
36 96 818
85 75 8149
2 93 9863
69 33 1936
16 54 8588
89 76 3558
32 59 421
47 42 5678
33 32 884
15 31 297
62 14 2455
54 65 6467
1 20 4322
28 92 4384
0 7 7005
50 83 1370
68 80 7557
95 40 1400
42 84 3577
57 28 9449
68 18 4035
76 62 3599
58 4 1941
35 12 1111
20 49 7724
23 50 4567
1 58 9396
67 39 8367
58 3 9826
16 83 5666
44 68 1118
6 66 1907
89 77 4756
41 21 4684
80 32 2625
66 91 3236
32 36 9291
87 62 3450
65 4 6803
49 40 9754
5 78 6576
34 58 2940
40 2 4719
43 48 9002
33 64 687
94 64 3369
40 87 1306
55 7 2134
31 54 1264
26 52 4967
13 69 2894
46 99 1995
48 77 4445
92 34 4410
95 34 1607
3 50 948
8 92 2181
53 36 4624
93 21 7179
97 38 4468
98 99 1105
39 20 6326
3 45 148
15 17 2216
73 40 7043
97 34 7302
84 52 7950
72 17 2165
49 74 3891
52 8 8986
15 46 8213
12 98 4948
45 64 1759
74 10 6671
12 48 4062
55 25 4153
84 46 8782
95 55 4696
46 61 5673
75 64 7452
3 47 6289
15 66 9478
69 22 3592
37 15 9440
81 29 4310
4 66 1062
86 40 8296
78 76 3848
82 96 2768
69 0 8321
35 25 9469
1 60 151
14 27 4630
19 46 1666
40 19 668
60 2 7792
26 31 9482
45 71 1366
91 86 453
70 4 5177
9 30 365
76 25 452
19 1 2693
72 0 5999
74 85 9790
62 96 5768
62 60 5486
47 87 3474
84 79 1053
15 90 7875
0 69 5853
89 27 7751
75 29 8401
83 49 9717
34 37 9535
20 86 7749
74 34 8781
92 43 6414
19 7 3445
53 32 5812
23 13 7860
58 77 4169
33 12 6713
46 10 6092
92 79 6759
27 10 3414
22 49 2067
90 78 8764
44 25 5033
45 9 2389
80 83 5567
45 52 7135
71 88 6070
46 0 2909
46 77 5644
50 10 9047
47 88 235
83 59 5501
37 74 7279
86 93 6395
35 52 6848
28 84 5498
9 28 5174
76 51 4760
63 5 9031
8 90 4468
92 93 7343
11 12 1922
75 52 7938
88 33 5691
62 56 7634
24 47 2307
46 27 322
31 47 589
54 50 6975
24 64 6298
13 92 3231
5 90 3449
60 36 6848
83 94 8108
44 76 6464
73 51 7151
54 71 2701
97 61 8568
22 33 415
7 12 9759
23 1 4843
76 11 4538
77 44 1557
61 18 1875
90 95 7103
97 28 7707
83 72 3371
98 21 6395
45 80 9697
30 84 9555
90 79 9076
8 34 2157
24 88 339
90 62 8396
51 86 9027
76 37 5532
30 77 2727
85 62 8315
91 79 9909
90 98 9764
34 61 5194
28 50 3568
83 88 83
43 79 4116
85 94 6700
27 54 6521
41 95 6507
79 26 9807
88 36 9941
83 77 8232
3 12 1240
3 43 7972
28 26 8791
20 55 3749
63 37 9326
90 77 4449
23 66 2872
6 80 7928
49 88 171
34 31 1452
77 17 5068
78 77 4021
11 75 5558
47 58 7911
40 63 9404
74 88 7621
27 69 2413
42 69 3860
31 19 7368
36 75 1146
13 59 8509
81 24 6824
96 71 8234
11 20 7396
26 80 8889
53 27 9596
61 28 288
38 1 7778
24 70 2867
50 18 9458
63 52 9023
59 56 1782
95 10 5023
52 83 7582
5 60 7670
24 84 788
12 77 4374
25 63 9270
71 41 2448
92 81 4451
31 7 6749
90 80 3780
3 70 719
56 67 4774
27 96 8149
39 49 1287
12 70 9638
37 97 3891
74 35 6790
39 74 7988
76 19 4118
23 96 7099
85 6 7524
27 58 5137
55 30 4330
13 65 9208
67 30 7796
23 60 7734
72 15 6990
77 26 5992
3 1 2671
41 94 5209
40 62 1533
50 44 4601
2 74 1060
99 70 9909
13 16 8336
70 64 4083
68 85 1911
40 97 2466
2 86 597
32 95 9689
67 80 2455
51 42 9098
62 75 5704
39 21 7077
18 41 1261
80 90 9571
76 92 3637
87 22 8255
33 35 75
50 74 8306
24 50 4415
18 54 7558
89 12 1253
61 66 9011
32 63 1910
95 83 2955
71 72 5352
48 56 5218
24 4 318
34 27 6315
72 41 6353
50 88 4694
47 12 2975
75 66 9246
2 43 1661
78 9 5515
73 23 7057
55 67 9142
64 81 4430
24 83 6462
30 89 3636
62 9 9708
27 77 5132
27 59 7130
12 78 6676
66 93 8637
30 46 6486
55 39 2801
10 85 5093
96 64 5808
97 0 359
21 2 4152
59 63 5960
54 34 9859
88 67 6755
12 56 8564
82 37 5357
59 17 2288
77 61 8418
76 32 7202
63 45 7086
89 64 2141
33 51 2166
29 15 3499
28 91 3031
70 19 3317
50 78 2736
96 22 9082
72 59 9142
3 98 8148
1 25 4974
65 42 9555
69 34 4507
67 6 6895
56 20 7918
1 98 9821
34 0 8860
44 93 8
96 28 4287
56 41 6654
14 64 6040
13 21 7071
38 78 362
53 63 2848
44 78 4100
28 76 5681
74 82 9852
97 37 4111
23 77 1471
57 84 2867
94 95 9390
29 80 3445
86 85 9825
63 11 8331
51 59 3616
61 6 4120
36 42 4984
80 68 682
96 63 8309
73 45 6713
14 24 9949
31 50 7235
5 75 6359
14 65 2703
58 97 565
35 3 8254
33 43 1375
8 42 1951
10 5 2682
38 10 2643
27 4 3282
43 75 5526
22 58 7093
27 61 1976
88 17 3219
97 2 9634
0 62 6339
20 35 6846
39 22 2693
36 57 609
43 53 3955
42 25 984
96 57 3276
29 23 9228
27 24 6514
73 88 5875
57 32 3080
12 21 3696
16 78 428
49 26 9707
82 73 4986
48 97 9173
76 55 9706
81 77 94
99 39 3654
69 75 1439
22 15 2807
7 14 5818
4 42 5955
51 32 5239
64 26 2126
0 25 8793
30 12 5624
75 62 601
7 69 5072
78 88 5582
33 53 9811
80 15 4292
35 89 4393
64 66 8143
21 28 4993
88 89 6905
34 57 9798
9 77 6254
75 82 5344
91 40 7455
60 81 5261
34 59 4334
17 84 6832
54 2 3284
2 88 3830
37 44 2298
87 57 8687
43 33 1297
28 43 8776
74 95 8390
86 56 5386
28 48 88
68 56 8642
14 50 4415
23 52 9097
6 13 4373
84 92 1677
67 93 5582
0 33 966
78 83 7993
28 35 8896
69 9 2248
1 64 408
39 42 7449
5 92 153
2 50 4143
24 15 6484
42 90 7588
23 40 1896
29 28 562
15 36 7912
55 40 9261
56 60 8050
94 20 1054
14 72 2790
50 48 4984
82 81 6524
88 50 1332
9 7 5533
35 81 7083
26 42 7644
24 77 2534
19 30 1183
81 80 4509
48 22 3395
18 17 1928
4 36 3764
73 41 713
29 25 7565
95 54 2363
53 65 1795
96 49 9086
29 3 8886
69 11 5923
48 70 3921
54 63 8237
86 11 671
23 53 8301
60 61 4940
41 6 4414
86 37 8781
68 91 4754
49 67 8687
53 57 5201
99 86 1067
42 24 2638
59 78 4665
79 71 4482
49 3 5860
19 9 5135
26 8 3339
66 89 3440
77 84 9718
22 69 1281
15 28 4724
30 69 1174
1 23 3942
0 60 541
71 93 1802
36 81 8617
17 79 1842
62 6 544
22 10 2896
35 39 9867
92 64 7770
51 52 8108
67 94 1572
52 39 6957
28 86 9775
55 35 5952
65 86 2526
66 82 1439
94 45 8370
18 33 8723
1 75 8014
90 38 1129
54 81 5721
93 27 5903
44 69 9667
54 25 4835
9 36 3636
53 29 152
16 45 8147
57 1 5692
60 62 5185
54 96 3856
31 56 8314
21 58 6725
39 70 6474
48 45 9095
19 54 1661
21 61 5121
98 81 7973
72 80 3508
0 50 2137
61 77 677
93 7 1513
69 26 6786
82 72 6432
70 11 631
29 60 3616
86 36 4283
54 21 8125
3 61 854
15 82 8502
62 87 4358
29 59 7055
44 66 8111
43 92 4756
31 28 9145
30 70 8839
63 69 4119
96 68 7438
16 29 1824
45 97 7238
86 78 9553
26 65 8807
17 32 4985
45 44 5151
93 20 4871
37 33 6878
79 98 5348
1 24 3894
30 88 8362
82 43 7653
76 64 1870
6 63 6150
91 83 5815
90 87 5144
32 51 618
59 51 8937
19 8 6088
56 92 8717
86 43 3385
67 96 3357
11 4 658
90 33 6642
91 97 7621
79 54 5323
66 46 9075
56 62 5070
93 39 1268
8 82 9439
45 55 5185
97 80 8206
58 64 5886
33 58 4004
83 1 7919
58 95 1789
37 36 2833
65 72 3196
13 51 3648
54 73 4536
78 55 4046
78 97 2726
58 8 9267
57 6 6422
24 82 6793
75 77 5406
66 48 3929
8 40 6408
59 30 3157
63 71 2314
28 90 1640
68 20 6092
93 82 7181
38 41 6614
52 96 9598
84 55 7602
2 32 1479
33 78 9551
42 99 2156
11 50 3353
39 35 3648
25 65 4577
80 73 1354
27 36 5668
3 26 6874
54 30 5562
33 10 9133
36 38 93
15 37 5684
61 85 7266
50 71 6574
91 46 7974
50 60 2666
41 51 9587
75 31 910
5 11 8107
85 91 5652
15 77 9202
34 45 6581
83 17 7733
89 45 4764
1 44 3585
0 18 7972
66 39 4130
91 64 1449
72 94 7251
71 44 1676
48 65 6240
59 62 9667
73 7 3529
48 24 8818
60 76 94
15 18 3779
37 86 5479
72 95 420
61 88 1532
9 32 3017
22 63 1562
50 12 4430
48 31 3501
54 61 8367
33 93 9980
79 66 1203
40 95 6621
87 30 3598
80 40 9953
21 64 5117
22 8 6707
20 64 8846
4 82 6388
28 34 2390
68 82 2702
51 8 5496
59 39 386
55 75 9100
68 32 7501
63 8 2710
47 72 4947
81 94 3932
5 64 5684
82 47 5458
31 76 7859
11 76 3112
35 34 6402
85 30 2383
6 48 778
12 22 5144
50 68 9916
57 49 4898
66 77 4291
23 7 2475
56 99 9644
91 31 6163
23 28 3575
90 89 9950
53 17 3572
16 24 4676
82 4 8990
56 34 7167
93 19 4418
64 47 468
5 91 1398
1 92 6476
26 33 925
6 47 9580
19 91 5725
12 30 8591
86 99 8698
53 52 4739
79 5 2521
14 15 8335
46 68 8113
29 54 561
1 35 9308
44 40 7998
12 4 7412
5 53 9378
84 3 6410
83 63 5297
25 3 3733
95 57 3449
67 56 5637
22 82 1820
99 60 3007
80 95 37
30 5 7319
18 84 7481
26 10 5549
38 45 9879
63 55 8257
42 0 2480
60 39 8832
58 20 9731
97 9 4059
41 27 4607
40 30 3022
20 67 1453
16 56 6197
35 14 463
64 90 7602
68 2 1072
11 79 2022
8 14 9834
72 48 3598
47 73 2141
22 93 3610
56 42 8035
82 22 7189
92 23 8015
23 64 2422
69 42 7066
37 27 15
69 86 6483
20 88 4102
50 19 2626
92 5 8494
98 58 6405
44 49 8364
15 97 1720
42 16 4736
35 95 7642
33 2 988
21 54 9946
76 7 8332
5 29 6948
86 14 7390
25 14 6266
59 73 4921
67 68 9848
94 52 8529
1 80 924
67 1 6857
19 99 3960
81 20 374
7 77 3234
86 81 8437
23 71 4434
20 85 6725
99 92 3812
22 56 1284
12 2 2788
45 91 54
69 49 2117
2 3 5714
95 82 8517
8 48 3126
13 8 254
29 1 7010
39 67 3652
99 96 7639
88 60 6129
88 39 1891
74 96 4425
25 40 1
66 78 2567
50 20 7806
80 6 3619
39 34 6981
18 99 251
86 64 6014
8 56 4812
57 85 4629
21 36 5056
14 9 6291
89 8 5982
47 79 1128
60 30 8576
90 35 2910
83 5 6016
11 38 5746
93 25 8918
13 45 7422
5 18 81
52 63 9890
11 93 9976
6 86 6713
85 83 7593
76 56 643
56 24 4641
94 10 7187
4 24 1097
42 75 1224
69 48 5867
16 87 5406
34 99 2254
27 11 3187
63 40 2646
89 15 1934
48 63 4120
16 2 8230
13 25 1446
28 67 5375
3 36 1356
42 26 3779
79 24 2530
39 63 6230
43 59 2737
32 22 8890
56 52 1183
40 44 5583
43 16 4723
83 34 2166
61 73 7102
69 35 7985
