1000 97923
240 429 1944
682 173 5057
559 703 8689
724 14 1550
746 139 9843
219 204 2370
275 268 2800
897 239 2119
485 89 118
149 505 8824
61 192 1158
113 43 2058
923 190 4574
361 334 7214
17 377 4460
599 70 6329
982 266 8506
357 151 7579
637 667 5502
488 377 647
551 288 1148
957 747 6997
176 463 5891
786 847 1982
270 141 8532
88 666 4011
484 855 1850
247 578 4222
6 345 1886
602 510 4990
132 353 2013
386 305 9646
144 567 7254
906 48 3241
858 417 496
753 238 9561
264 295 150
157 461 515
444 796 3238
32 661 5003
698 257 990
877 591 6831
291 176 7410
151 982 8183
696 632 9982
48 651 5306
805 711 643
465 926 4245
763 395 2661
623 235 8540
431 652 9841
556 25 3067
257 783 4434
492 946 9934
206 148 1121
945 860 3508
18 477 5019
384 113 7783
821 493 6148
747 374 5993
294 505 9634
848 487 2889
697 675 5412
493 743 1477
921 22 6407
551 498 9437
828 475 2180
440 831 5867
228 129 5530
681 440 8122
559 8 5416
329 857 3261
344 550 4600
135 158 3386
702 279 39
756 162 1548
456 930 7765
782 335 8336
712 723 4573
903 388 1578
11 324 4279
426 479 8126
598 117 4048
673 221 3637
13 412 7349
382 539 9860
720 414 1610
341 335 4806
829 424 6406
891 629 675
605 97 9847
264 390 7010
580 839 4399
366 345 8959
511 615 8414
436 739 905
229 367 8236
122 879 1365
944 707 6831
202 304 857
732 451 5739
71 78 887
484 910 6541
371 342 8379
291 969 9485
417 221 6022
67 105 1011
620 57 6302
927 895 4210
709 821 9931
739 320 7262
351 986 1837
168 423 6408
370 339 6914
200 985 8938
45 343 7482
773 387 3240
85 52 807
306 631 652
295 808 2040
369 681 1415
669 559 5887
279 185 8155
761 695 5444
780 787 970
202 152 3689
308 48 7845
200 718 9431
667 762 6175
261 616 1398
165 205 9130
671 565 1400
672 473 7347
754 300 3148
64 176 6311
955 613 4375
673 211 6977
771 410 1249
58 507 530
282 583 3300
613 5 5740
30 234 6644
160 86 7134
730 230 8459
91 946 7458
610 141 2772
744 631 7718
416 44 1462
738 580 1614
741 236 1236
595 670 939
430 778 5239
12 771 6386
81 90 6375
444 570 4991
271 295 674
722 428 191
25 844 7955
473 343 1944
746 379 5866
826 293 6582
748 985 8447
247 634 1523
551 922 6729
161 532 2103
868 446 7534
517 16 419
995 970 353
568 963 5815
808 51 7236
308 541 1711
782 744 4022
617 279 5911
669 276 1090
719 803 9887
75 734 7154
769 37 6250
923 299 1393
716 658 9639
894 955 3955
867 742 8246
554 264 4471
643 315 5984
570 250 7713
466 743 6625
38 448 6709
608 488 872
183 192 2577
40 944 7829
521 266 3135
920 841 619
603 49 2322
643 679 338
456 272 1306
318 956 5275
88 604 2281
929 485 9517
345 201 6008
828 665 3354
35 694 3844
454 542 5202
224 823 567
762 750 2381
161 580 9040
786 787 2504
200 536 346
383 765 8183
124 670 8794
403 446 1324
856 801 1485
612 28 8272
892 58 5658
463 750 6210
397 263 2189
157 668 6007
14 958 5110
925 811 6934
833 122 8293
191 636 8261
633 962 4420
15 678 4962
262 527 2819
394 758 997
40 61 2441
346 686 672
662 860 8577
697 29 2954
711 567 3593
395 837 6815
805 855 7654
242 586 2338
137 85 3100
682 738 9825
991 571 4578
155 51 4840
119 496 204
675 64 4393
363 189 1110
829 558 1968
874 520 5328
973 426 2632
704 366 4109
742 878 8453
868 855 61
241 710 7627
502 895 669
96 391 4856
794 712 4754
211 525 8492
31 696 1367
568 757 473
658 922 7489
711 416 300
240 279 4424
170 751 547
77 149 8539
76 388 8844
975 161 9416
156 150 702
336 763 3575
707 995 1329
785 321 3876
848 146 7678
662 739 8400
813 416 8681
846 264 1409
4 162 3380
993 192 8038
374 122 9664
879 398 1907
65 856 6856
220 585 8256
978 493 7414
159 230 9264
140 405 8666
920 624 8751
43 710 7242
468 701 1517
7 55 3695
290 731 6228
189 160 7991
672 882 139
73 973 8843
426 495 6852
91 887 4185
187 710 1782
436 856 2419
751 67 8207
320 13 5146
935 843 3844
971 223 5315
653 771 8532
164 132 2082
889 238 5197
655 228 4597
802 236 3496
241 312 8409
924 277 7241
131 723 9264
785 251 9268
190 269 5630
75 128 6956
426 668 2064
521 273 5718
560 335 7267
139 541 7022
752 674 5168
897 188 363
803 479 4342
119 929 3802
464 609 1738
671 248 3122
698 481 1627
29 921 5151
610 412 9050
473 712 8033
631 491 487
885 757 7747
415 752 5586
92 496 8546
255 452 5766
709 810 7928
421 729 6108
269 830 8539
550 734 8422
152 553 5890
87 542 7404
682 375 3581
717 573 571
301 642 4026
559 699 6645
181 158 212
837 861 1673
441 298 702
596 269 1504
255 459 5781
336 501 4846
371 652 7559
842 261 5883
62 680 4363
585 571 3756
271 710 2940
73 688 8233
691 218 6564
139 456 7545
223 757 807
705 535 5302
816 604 2212
279 953 3088
615 690 3701
545 466 4228
619 644 6507
185 889 1434
606 203 4467
291 539 7405
197 463 9554
597 55 5235
284 175 5725
267 937 1327
497 52 2293
242 305 2589
707 316 2100
675 126 8588
867 144 2248
332 783 3
963 827 9873
440 747 5087
2 463 1316
835 259 8125
175 936 2909
239 599 8514
563 19 1352
814 802 7925
376 514 4458
441 419 1830
37 831 1631
609 301 5697
133 895 3207
708 103 2467
660 33 8240
511 49 1406
601 722 954
385 12 6536
923 816 7883
519 497 2920
273 223 6977
707 15 8448
891 407 2527
128 365 5510
965 745 8505
986 267 5741
987 405 9292
856 591 5485
311 61 1970
219 264 1983
835 18 1196
32 806 9083
471 137 7689
750 861 1073
131 606 83
985 389 3444
678 461 9602
86 896 7737
439 976 9394
194 467 7274
702 291 6515
124 747 4159
428 935 8386
72 143 9347
797 559 6380
457 762 8475
616 359 8084
665 142 4700
743 45 7211
316 122 3591
670 357 9300
369 474 7527
961 767 7226
203 887 4209
738 578 9534
331 212 2498
897 945 4539
211 136 6452
634 766 3303
778 365 1380
474 108 9898
618 122 992
343 476 1668
829 871 63
21 456 2499
845 717 290
441 296 9284
636 498 8095
286 976 3831
964 975 8951
497 189 9229
421 549 9069
935 24 2113
847 872 2297
414 599 2827
836 373 3469
846 738 2974
165 788 3708
407 340 8207
96 847 9682
119 911 488
146 916 5520
412 966 293
159 955 1872
515 870 9154
217 178 2771
941 648 6821
935 214 7874
882 231 7793
593 155 6624
771 794 6440
231 990 7153
768 622 5953
953 445 1198
514 974 2884
164 882 9707
390 590 24
469 215 1464
596 408 4367
504 395 6486
343 157 4867
732 338 1819
452 704 6472
985 652 8550
141 196 2136
454 172 8639
204 284 2176
190 844 3295
577 966 1438
413 923 8212
695 441 1544
747 797 5069
464 957 8885
0 401 7466
568 782 8494
196 668 2921
121 325 1444
840 48 7950
453 274 5560
973 470 3892
738 364 4827
24 182 3073
771 586 5566
372 408 9153
640 530 2100
768 953 6691
903 755 1999
188 367 6898
845 865 2836
283 782 8283
159 889 9072
623 851 2910
930 377 2156
379 347 7522
522 562 74
152 887 6522
993 491 4226
426 184 5756
567 470 3448
849 826 6778
764 194 5780
22 336 5455
227 635 1379
644 263 964
414 611 872
470 96 8210
4 759 5598
704 985 6151
762 807 5166
862 619 5151
222 45 5235
883 757 5244
832 180 4672
467 71 1463
437 246 2230
437 676 7241
888 81 7704
988 726 6044
505 315 582
688 547 5095
765 88 4274
628 517 6689
326 148 3459
532 138 4635
706 399 7447
817 622 5831
567 538 1766
76 481 7294
187 342 2006
851 636 608
87 79 7195
689 44 9285
871 858 7549
327 558 687
930 504 4222
985 193 1515
569 967 299
406 363 3409
291 421 7751
924 841 3448
608 275 5131
851 403 3326
448 125 5016
471 191 941
210 153 816
358 842 3322
120 627 5890
930 161 9971
986 22 763
549 617 9337
955 324 4797
194 865 5590
968 785 4518
404 87 4857
81 890 9827
982 215 109
814 156 4984
520 427 301
955 255 2688
152 261 6746
399 37 960
524 728 5130
937 852 4849
210 677 1878
534 675 9444
780 300 6633
989 522 5536
330 58 5158
315 29 4520
14 733 8458
539 560 4438
723 326 6224
996 406 7610
607 495 9229
732 285 8838
835 932 8804
404 794 6888
860 544 5629
250 937 202
625 105 6608
979 216 4819
405 1 253
996 832 2278
871 843 8881
722 558 8073
442 751 912
651 764 4018
246 942 2274
896 416 7066
456 729 582
829 736 6638
713 576 8077
623 147 7169
695 636 3291
809 592 1658
586 530 8390
304 968 2664
703 376 3491
223 875 9235
938 926 6113
85 525 528
732 491 6902
56 154 6295
26 627 2900
746 447 3924
296 780 8365
772 972 7618
488 623 7170
828 563 8046
93 916 2082
225 949 4072
991 344 4034
814 477 807
720 724 5699
12 768 1004
293 101 1525
496 93 4871
417 641 2367
296 901 3887
321 40 6768
164 865 109
437 348 4167
357 639 4137
771 556 4849
530 321 3127
286 326 7582
860 561 3439
893 869 5364
668 582 5601
844 539 5661
128 465 9578
443 977 8211
390 39 5146
599 966 1411
506 244 2808
653 354 2722
791 577 7082
914 187 6987
664 166 1939
99 185 4877
369 48 6341
872 319 4000
360 975 2861
869 21 4283
151 342 8998
5 139 2149
934 225 1171
517 520 6518
716 814 5483
509 357 6167
167 173 3850
61 25 2500
199 510 59
910 982 2574
872 990 5897
815 555 959
991 699 5596
10 730 6307
733 100 4541
741 605 499
221 814 9418
544 974 3105
434 681 6481
43 864 813
31 770 6984
307 583 137
755 813 2427
255 325 3180
947 271 5277
664 158 378
135 674 8892
326 300 2990
713 74 9337
686 161 9163
24 805 7203
850 663 5356
436 975 6802
870 351 4749
32 350 4682
192 898 1361
790 525 4524
134 303 5887
474 148 1207
74 396 7944
796 932 7443
263 776 4769
636 258 843
495 784 1195
834 142 40
280 410 5436
733 267 6854
274 989 282
350 242 381
326 210 4125
103 921 531
751 499 3878
207 335 921
54 398 4345
168 646 7953
807 374 2490
626 71 7580
146 130 8712
425 573 3289
745 423 6385
521 852 8590
966 124 4022
26 534 8183
918 833 7176
434 188 1157
303 500 3488
427 686 8752
486 2 6660
907 873 3925
538 480 4368
225 800 6464
727 545 9923
348 135 6633
218 805 291
337 356 8658
917 912 8410
737 384 2298
870 174 5404
398 436 3613
527 405 4131
21 295 1586
183 622 1114
763 396 3068
399 240 9631
123 563 8252
592 689 1019
14 131 3359
162 578 9361
405 75 9093
376 940 9007
35 329 4059
898 868 2719
854 605 8152
175 599 9358
148 23 9301
876 495 7841
661 772 507
875 107 6312
743 269 7337
244 794 2251
618 768 2391
678 900 1516
371 857 2227
96 344 4441
529 718 6971
278 996 4
754 796 6518
267 989 1345
586 713 6981
137 715 3410
275 269 1541
791 375 388
216 524 216
530 819 1338
991 28 7076
257 817 2820
0 962 2928
91 278 3903
941 112 1679
184 635 5823
233 132 1221
514 753 944
0 188 2821
521 241 5897
170 628 7424
760 428 339
634 37 7030
975 629 39
56 812 5428
485 868 4901
222 601 7142
135 176 2602
244 853 2239
68 694 4777
295 917 2031
947 404 4993
908 858 7996
696 897 4057
194 329 9855
330 235 334
763 483 8662
473 846 2241
497 879 8546
946 710 4089
251 480 9610
559 642 7925
230 535 2924
3 995 2582
383 537 18
113 85 2871
630 126 421
365 6 5588
110 624 7500
891 342 7921
978 296 8283
35 858 9482
47 452 2263
30 230 8861
273 903 7011
614 76 2676
568 499 1858
521 524 7932
303 886 2006
447 64 2510
216 649 9984
205 699 3255
725 286 1495
534 464 7808
427 668 5468
944 400 2697
968 582 3098
365 747 5415
827 482 8442
620 662 9961
274 866 6780
137 910 6357
28 610 732
986 190 4441
211 262 9749
659 957 4111
216 303 8948
269 201 3418
567 663 3939
393 886 9747
127 969 5558
929 938 5273
585 515 7805
856 877 6850
272 422 559
590 378 6229
348 359 5152
211 244 1412
7 544 5136
610 704 2579
399 665 4748
358 202 807
850 441 704
509 926 1362
910 876 6265
508 462 3302
752 205 709
467 55 9769
55 62 5594
794 946 9897
750 971 3117
284 196 3201
903 873 4785
729 23 1817
707 388 6771
123 658 5338
586 457 2482
838 861 7195
563 644 5183
781 929 6879
66 268 1428
962 749 6754
225 39 2349
228 613 1883
56 475 754
596 600 6578
892 241 8722
615 810 3972
716 228 247
277 824 7886
906 304 2628
494 797 256
107 843 1926
136 232 8781
836 87 6623
914 748 7461
838 531 8928
96 888 6728
419 349 1593
407 14 5186
363 745 2278
948 436 5110
557 111 5037
467 718 3451
102 963 6234
846 260 2711
958 21 2405
737 53 8776
698 792 9409
990 77 6973
172 516 2755
781 703 4702
138 579 6203
770 449 3852
265 318 4968
246 275 4020
752 513 1807
777 401 3838
197 843 4686
196 810 4880
440 806 5502
398 347 858
7 715 9730
465 778 24
848 11 4195
146 930 3166
678 626 2072
992 199 2986
428 504 8897
921 970 402
102 215 4445
281 735 7936
233 447 7845
930 948 3186
600 782 3061
303 68 8999
963 650 299
509 629 6861
498 485 9450
93 780 4684
372 423 3292
22 601 9600
731 607 4486
861 587 985
305 982 3196
141 331 8975
286 246 5592
654 713 6773
385 694 1105
960 9 5435
392 33 4756
790 636 1799
69 919 7561
544 827 4757
543 710 4405
90 334 1469
292 641 8956
329 264 7579
522 37 5722
75 136 2508
63 146 7476
405 154 3185
534 539 1123
609 489 7583
776 220 8626
951 56 3649
336 216 1694
316 649 7653
557 87 1252
306 681 1635
868 211 533
436 290 5056
520 362 5922
763 356 9270
878 626 4916
417 617 4183
809 744 7749
539 727 4260
382 759 3410
333 167 4096
854 875 6641
324 934 4451
603 347 2904
537 638 3175
592 375 6191
915 308 9597
484 99 8687
820 709 8301
299 706 9021
630 117 5720
169 533 9140
421 562 9492
74 22 5253
893 630 7285
457 701 4536
433 916 7947
826 363 4321
271 930 5849
234 894 2753
983 887 4775
551 280 4075
381 403 7614
533 656 5830
844 691 116
651 177 2291
177 528 998
59 859 8567
112 57 7015
33 856 2831
367 327 9224
54 687 5391
743 700 8116
457 720 177
615 551 2884
105 637 3970
145 584 126
291 391 7050
336 645 7069
619 221 9713
289 187 5483
152 963 9026
312 596 7122
143 734 558
896 164 3337
883 309 8422
160 234 701
499 258 7215
136 160 6526
728 707 4809
211 516 3131
298 990 5412
753 133 2768
858 583 1482
94 464 766
220 618 8325
381 226 9571
447 620 6376
423 786 435
305 316 4384
447 480 3258
10 694 8597
882 963 8097
587 269 6915
223 746 4544
339 858 8403
555 387 1725
863 994 1268
345 333 8786
417 889 1890
200 543 6804
419 254 7903
128 807 6869
589 272 7763
851 686 9354
833 625 9714
55 276 7183
379 478 7711
453 112 3171
978 441 5653
390 180 1909
442 796 9436
662 628 8162
371 158 9546
74 950 7542
261 807 9055
314 871 695
862 340 1636
854 900 3414
398 920 4422
489 466 7187
435 900 5564
937 11 1435
615 237 5029
721 20 7980
108 486 8886
458 40 2464
532 335 7048
903 865 1726
539 778 2235
327 395 2996
745 417 3091
175 75 9725
48 794 106
980 49 1360
423 902 5816
200 150 4231
704 62 7783
252 124 2815
763 406 2864
654 196 6858
262 322 2775
874 344 2368
907 791 4389
200 762 505
715 387 3482
313 944 2033
649 734 4097
303 320 9240
484 141 862
292 367 6400
11 343 9041
457 706 9713
357 804 2506
813 354 4583
952 460 8200
686 534 5468
989 7 5060
806 315 8119
265 506 9044
673 293 9101
895 815 9172
805 894 4404
817 995 4884
668 992 1390
707 83 3479
750 126 1488
586 597 2949
637 104 1761
287 466 3297
243 207 872
970 629 3682
557 282 4723
10 304 9970
102 834 6257
961 909 5189
894 924 4371
719 946 1913
172 149 7538
389 249 4447
107 655 6069
938 581 5233
737 139 4846
504 319 5012
549 191 9795
178 171 8940
393 571 110
362 660 1169
887 112 8178
536 986 427
889 771 7570
256 544 9264
781 436 7803
413 180 1394
795 55 7108
642 334 6084
802 951 226
820 185 9554
414 751 1463
146 519 2206
997 643 8330
870 957 337
229 305 2379
475 341 6813
299 178 7809
885 910 7929
610 721 7977
846 4 9023
128 103 5184
998 415 3108
68 941 4150
329 842 3605
600 769 9983
376 147 4015
607 642 3112
124 583 3763
415 71 4949
473 895 7438
321 265 8655
745 596 5010
756 215 8532
619 728 7971
535 862 8025
353 917 550
740 266 6387
813 992 2631
420 464 6872
316 225 8039
682 174 7556
832 878 5316
213 886 4193
501 477 5232
789 876 1249
377 140 2729
306 808 9066
255 493 7165
604 4 9335
229 725 4213
867 104 4465
998 691 1144
712 951 2728
230 134 5515
676 141 5556
865 191 825
142 471 100
977 883 4956
679 988 2192
699 917 2883
668 913 4554
11 69 6367
908 564 6078
117 402 4411
12 432 6187
391 441 5265
930 206 5943
346 704 6292
414 740 5236
317 31 2837
565 709 5703
310 309 3656
627 175 1327
395 697 3893
699 343 1831
867 142 8808
388 701 9756
152 110 9294
332 569 1181
944 493 3054
125 568 8671
170 433 1996
883 513 1049
58 651 3236
673 894 7669
958 424 8743
209 462 4973
555 742 931
276 634 7213
891 925 6456
20 5 8790
557 778 6274
248 391 8536
856 809 4319
196 406 7508
290 452 1269
36 462 5124
342 112 2317
402 894 3490
111 545 8548
494 328 5056
575 142 5668
549 991 948
584 583 266
610 760 561
187 791 761
200 634 3903
873 316 499
665 718 2598
188 669 7043
868 486 1954
340 844 150
735 921 6079
489 699 7318
964 980 3343
94 282 2620
657 323 8881
34 891 2312
20 948 5914
763 31 4668
908 733 6916
717 834 1074
651 976 1708
709 457 4485
25 937 6449
384 942 390
97 334 2400
460 186 3428
35 405 3167
790 768 1505
152 259 7792
276 796 2597
512 944 9270
213 319 8542
913 744 2686
435 640 2797
510 891 640
36 224 7984
727 991 8216
553 758 7174
487 43 6237
908 802 9810
790 84 1088
892 576 7079
513 380 6499
850 895 819
384 25 6398
872 209 5231
869 643 115
321 572 8062
190 932 3747
599 261 7922
893 213 31
336 8 1372
120 681 5017
657 898 1018
762 349 7478
844 395 774
386 914 9209
880 650 3924
648 530 7893
835 570 8799
307 397 4522
249 986 5463
274 64 3076
306 291 6890
606 416 7661
283 863 1496
87 258 7820
185 213 4492
325 320 2623
436 980 9717
82 325 2212
452 748 936
89 459 7589
545 190 9012
594 431 5959
291 6 5561
661 875 4844
160 500 5132
380 321 7578
520 804 1169
32 918 2615
721 401 2763
605 197 4921
32 341 1000
474 952 6146
469 373 3697
345 690 2698
976 281 9360
957 322 6000
787 312 8572
253 36 3238
730 711 8925
527 422 3272
591 730 2566
521 194 8232
729 195 1826
356 379 5506
174 652 6454
295 35 5181
907 691 8234
763 172 5672
592 182 5536
804 801 9577
885 751 3628
172 883 3825
745 99 8441
875 49 7325
927 461 1102
133 119 1392
679 478 7668
607 253 4686
679 441 3637
479 996 1302
306 995 1946
512 584 7814
288 870 7999
414 41 9370
465 267 5890
765 788 9833
98 751 3829
586 190 8651
951 846 6048
536 751 9402
448 203 7266
132 456 612
69 880 2207
651 190 901
880 904 6149
909 32 6310
335 149 6926
158 788 3560
229 916 709
745 147 8538
873 392 2742
42 610 1842
372 815 9744
109 195 7187
618 218 7380
680 643 4359
581 426 4503
930 593 6955
563 875 8575
905 934 733
59 810 3003
478 706 6800
269 722 2822
762 394 9730
735 601 5630
232 149 2764
725 129 2216
494 996 9007
879 287 5069
55 729 458
369 684 7776
407 691 4502
501 770 1613
214 595 7719
457 103 5674
830 705 2821
362 292 8980
510 407 5685
986 874 8065
696 985 4171
78 521 9895
111 662 6355
93 469 4824
571 250 1871
213 513 9014
562 502 6521
688 745 2401
242 420 6538
937 609 4990
926 932 5908
97 582 4313
427 86 6658
688 297 4537
483 994 1242
613 580 1177
407 948 1776
362 143 856
734 126 2216
982 425 6341
505 238 1397
305 989 2057
162 178 3624
50 818 8770
915 5 1210
298 989 493
939 186 7829
138 820 3833
141 579 7467
209 935 7753
638 368 9487
577 420 5027
687 168 1322
277 223 8366
943 626 8860
474 468 3983
573 36 4469
194 210 5942
266 328 5045
865 417 9487
700 728 4330
229 363 313
91 233 8963
373 164 6585
362 537 6139
207 376 7247
963 404 8961
7 2 236
207 890 6579
613 523 3098
379 581 7262
905 279 4352
13 767 9107
144 549 7003
617 162 8410
525 471 4
548 359 2629
426 70 3806
756 761 7346
949 158 464
95 549 4561
644 662 1380
896 506 5782
366 685 7104
611 710 2325
206 659 9305
557 235 4275
187 875 1387
599 946 7221
476 528 6929
600 872 5716
914 555 3083
432 852 2178
119 198 1971
541 810 3435
832 434 9114
223 353 9093
167 324 66
831 199 667
53 240 5386
190 32 7019
432 190 1434
645 461 4569
282 614 3519
481 224 5194
627 276 6694
277 995 2229
183 674 737
246 536 794
789 97 5686
921 753 341
272 181 9927
117 231 7931
546 271 5547
500 658 9073
949 404 2558
592 116 262
484 166 7725
804 953 856
511 206 4523
597 320 2971
285 863 7339
891 573 5070
326 580 8882
482 489 2990
834 308 421
708 648 4858
686 807 8453
256 6 5249
920 474 9465
659 30 9242
415 232 3864
592 163 3079
420 319 285
246 326 4533
789 836 508
580 777 8984
15 267 7979
59 234 368
481 478 1589
781 495 9126
988 131 3420
783 347 2028
961 642 3763
800 862 4116
40 743 6134
51 98 2325
109 683 8525
842 373 2218
117 214 1956
863 8 1071
247 820 8207
951 465 4294
473 734 5637
691 362 9558
586 42 4687
913 413 4366
399 312 7708
293 497 8917
259 719 3787
102 259 8571
738 347 4566
692 933 1267
828 0 4668
725 749 9715
40 918 6864
263 430 1398
144 322 6335
155 874 3867
782 413 3978
112 962 1998
755 480 725
456 147 6151
916 205 8114
902 976 2320
49 256 3584
204 60 685
27 625 7367
340 742 9319
266 639 9230
433 798 9995
424 929 1915
380 670 4905
281 894 8891
135 801 8361
459 552 3334
832 288 6809
375 397 531
308 970 8237
439 535 3494
394 792 9661
795 904 5590
316 853 3534
671 48 4243
233 119 5906
107 712 2842
599 823 7878
856 721 1347
790 565 88
921 197 9519
90 558 6127
466 847 9590
185 5 3048
545 104 8454
376 110 9288
508 971 6616
232 231 8062
307 372 3713
833 52 5423
306 807 1825
453 934 4639
164 139 3786
199 597 7642
880 759 6090
75 521 8943
729 500 9448
471 732 9169
937 932 2541
668 832 2578
455 249 2377
797 142 9405
523 304 5444
433 229 7412
362 788 1183
570 643 9362
734 492 3398
217 949 7870
648 705 9057
295 249 9983
417 942 5106
668 303 3205
353 22 495
628 866 2271
594 266 3296
662 898 619
653 2 2045
75 456 5555
623 921 1938
795 411 3717
565 264 1455
411 653 2041
833 466 5911
376 837 4992
103 245 6311
352 669 1503
884 66 8487
170 967 499
983 52 8289
837 102 5468
145 652 5418
156 121 4814
8 411 9703
500 814 7793
26 492 851
300 271 2995
41 499 6342
178 716 2460
186 509 1126
543 818 6012
234 683 4321
697 87 6764
968 36 9549
134 463 7363
362 211 3275
996 765 5591
353 340 2681
585 414 7954
758 866 3206
258 599 1535
414 500 8907
598 206 4973
561 674 4410
486 929 2361
252 545 6778
609 966 4455
421 600 6003
797 289 3898
571 643 6511
367 733 4507
528 638 6148
991 993 5389
609 740 1346
837 229 1833
390 124 2117
668 213 3596
22 137 4767
207 515 1714
100 80 8432
279 386 4037
455 570 6568
940 444 5605
913 712 3981
294 887 1244
761 4 5811
773 206 7578
555 820 5359
559 165 552
496 250 7409
430 749 9662
976 514 2971
400 599 4389
129 540 2112
806 521 5942
261 411 5329
712 656 1065
432 140 1982
465 541 9425
31 529 8490
359 604 2948
988 155 5050
662 301 3491
157 454 6555
725 214 7233
777 652 8725
954 840 1623
970 917 8629
737 966 5581
206 486 6039
714 456 2058
373 615 5358
571 905 7214
391 606 1538
386 743 7198
714 368 3730
190 132 2115
340 110 9849
106 75 696
285 441 4486
363 288 3335
873 776 7615
649 624 2497
872 867 2136
728 812 4932
603 447 4703
797 929 3942
521 906 936
175 755 9467
176 251 1078
331 9 2329
327 160 2063
270 742 8109
17 541 7534
27 920 5316
247 45 2236
665 657 1060
621 492 8429
343 787 661
181 732 683
239 431 9206
136 753 7310
536 996 4200
980 809 9779
863 710 9347
364 663 5976
249 854 7483
533 360 6
801 110 3743
438 259 8302
557 347 1622
43 506 1671
203 816 8449
290 685 2532
879 626 6755
308 431 7996
309 238 1663
969 340 8814
736 661 6756
876 861 8835
559 983 7977
797 925 1657
393 846 8194
372 916 9615
26 711 5061
274 742 3688
231 80 3614
216 442 4721
71 386 6206
294 843 66
209 415 1276
57 841 8602
958 903 4709
939 771 8725
159 869 5108
439 183 7331
70 854 8826
29 187 88
178 801 7774
342 704 274
584 496 2790
902 775 2889
810 520 3638
807 640 7767
506 469 7770
638 343 7007
344 322 9295
469 104 343
984 974 2640
916 131 9111
304 316 7945
556 62 468
735 145 7858
227 353 8099
587 313 5274
840 411 3184
881 340 1273
428 518 2344
141 779 6060
932 175 1901
843 920 5014
128 740 8865
597 84 4275
105 939 9436
673 440 4929
712 531 5752
552 970 9736
572 983 1188
109 72 706
999 984 3318
337 624 2783
681 978 7597
349 611 8352
521 486 5899
816 89 8266
437 651 4207
434 773 4337
21 799 2532
673 114 6584
199 101 7399
627 578 8416
691 101 2666
567 558 8669
81 805 1358
337 239 3076
732 209 614
767 872 5218
119 853 5437
243 565 7935
978 537 2967
407 170 5520
762 256 7845
801 489 4595
674 59 4740
426 245 5185
258 675 8873
39 262 7392
140 961 5531
908 788 9373
618 325 6724
408 719 2544
611 254 6503
15 406 6253
804 291 8683
643 924 4715
557 112 1879
1 211 1154
515 919 8149
363 960 9874
962 195 3958
690 455 615
424 506 6800
569 75 3777
130 757 4223
676 922 1766
580 544 4096
750 544 1581
738 299 5307
664 456 247
265 222 4170
209 470 385
412 4 7261
485 483 2877
141 250 5947
525 96 6018
46 778 7683
823 102 8798
244 290 7781
573 772 2452
553 912 7182
698 637 278
428 112 6242
606 554 6379
162 164 1388
176 658 656
128 287 7334
67 296 4929
681 393 2267
402 905 169
790 181 8525
289 873 3616
590 700 7649
67 13 1826
219 590 2239
608 772 5562
328 656 8071
936 213 4688
573 195 8138
344 535 2700
112 107 8252
749 264 4308
286 596 7120
788 74 8467
594 109 4383
621 783 9532
191 637 6100
232 568 7113
997 140 4943
393 663 5772
176 961 4409
732 266 7223
863 485 5885
487 437 155
815 278 587
113 597 3830
282 679 2517
354 801 5409
87 41 947
148 119 8955
13 617 9636
456 104 5202
56 204 5416
760 672 1893
796 5 9904
825 531 8777
969 368 162
803 852 2598
279 92 2705
62 646 9553
210 151 9430
279 49 4951
22 737 3901
642 183 9705
987 817 8212
181 775 3780
372 6 4822
985 95 9400
736 206 609
902 670 5343
193 27 4424
760 220 5001
114 0 6637
89 876 1696
525 604 7760
328 92 549
796 63 4443
836 824 9348
761 240 8569
881 445 6354
710 936 4774
313 512 9029
566 723 3747
779 892 1227
419 815 3260
165 377 211
95 72 9865
823 730 3290
523 949 267
959 576 9973
289 353 5232
133 738 6755
781 583 725
280 97 3558
418 297 8170
248 485 4558
361 612 7523
311 954 5417
409 649 1635
731 946 7055
325 492 6414
255 66 8582
489 644 1131
433 604 1170
402 686 5223
969 652 2467
793 798 4351
407 485 6381
22 381 5547
62 536 3416
530 152 1989
21 966 4759
197 918 2654
336 834 9152
755 496 7814
482 545 658
924 46 427
403 34 6665
322 418 7262
616 815 736
892 442 5973
628 581 9384
264 810 3621
204 906 7507
844 321 8120
937 339 5353
1 653 4908
119 793 1258
45 870 3918
152 806 2218
719 118 106
455 999 3818
948 620 7929
676 930 8847
474 939 1684
791 101 1221
184 303 5672
464 338 4348
49 563 580
67 510 1299
333 945 6854
525 182 4719
920 112 5967
327 811 4632
26 996 9055
5 917 1961
832 387 7529
523 848 1191
927 998 7192
417 359 5779
580 228 2426
60 433 1273
257 742 8883
708 463 1436
160 674 3946
543 278 3141
804 106 3497
998 778 3030
482 262 3043
974 282 4397
630 622 1965
729 330 2843
185 346 469
827 174 4180
734 74 1843
483 788 9121
931 983 4598
696 432 3193
375 786 4913
702 722 6179
278 658 5319
784 678 8467
441 831 3084
835 437 2777
123 877 8622
596 584 9723
820 939 9787
464 291 2327
232 105 6822
147 360 2391
976 472 8334
993 9 8124
988 794 2046
765 622 2010
298 380 5289
696 437 364
954 66 5971
355 840 4847
562 324 4141
39 677 2853
569 779 1695
418 686 5896
212 584 1607
738 432 9520
870 126 6568
680 223 5909
223 514 3304
